contact,month,day_of_week,campaign,pdays,previous,poutcome,id
telephone,may,fri,3,999,0,nonexistent,5918
telephone,may,thu,1,999,1,failure,40182
telephone,may,tue,2,999,0,nonexistent,10733
cellular,apr,wed,5,999,2,failure,28604
telephone,jun,tue,2,999,0,nonexistent,4391
cellular,jun,fri,2,3,1,success,25643
cellular,nov,mon,3,999,0,nonexistent,21148
cellular,nov,wed,1,999,0,nonexistent,5121
cellular,aug,fri,3,999,1,failure,1526
cellular,jul,mon,1,999,0,nonexistent,15711
cellular,aug,thu,3,999,0,nonexistent,3819
cellular,aug,thu,2,999,0,nonexistent,35423
cellular,aug,mon,3,999,0,nonexistent,21312
telephone,jul,wed,1,999,0,nonexistent,35584
telephone,jun,mon,8,999,0,nonexistent,33967
telephone,may,fri,1,999,0,nonexistent,13278
cellular,apr,fri,2,999,0,nonexistent,26668
telephone,jun,mon,2,999,0,nonexistent,11456
cellular,nov,fri,1,999,0,nonexistent,18550
telephone,may,fri,42,999,0,nonexistent,40111
cellular,sep,fri,1,1,3,success,33476
cellular,nov,wed,3,999,0,nonexistent,27869
cellular,jul,thu,25,999,0,nonexistent,40833
cellular,aug,mon,2,999,0,nonexistent,127
cellular,nov,wed,1,3,3,success,31954
cellular,aug,mon,3,999,0,nonexistent,14649
telephone,jul,fri,1,999,0,nonexistent,26069
cellular,apr,fri,1,999,0,nonexistent,16919
telephone,jun,tue,1,999,0,nonexistent,30696
cellular,may,tue,1,3,1,success,32978
cellular,jul,wed,1,999,0,nonexistent,4045
cellular,aug,wed,2,999,0,nonexistent,26959
cellular,nov,tue,1,999,1,failure,6106
telephone,jun,mon,2,999,0,nonexistent,36050
cellular,apr,mon,1,999,0,nonexistent,28579
telephone,jun,wed,1,999,0,nonexistent,17299
cellular,aug,tue,1,999,0,nonexistent,11305
telephone,may,fri,5,999,0,nonexistent,23388
cellular,may,tue,1,999,1,failure,40927
cellular,apr,thu,2,999,0,nonexistent,25649
cellular,jul,thu,10,999,0,nonexistent,2469
cellular,aug,fri,1,999,0,nonexistent,1701
cellular,oct,thu,2,999,0,nonexistent,28785
telephone,jun,fri,4,999,0,nonexistent,9274
telephone,jun,tue,6,999,0,nonexistent,1398
cellular,may,tue,2,999,1,failure,35953
cellular,jul,mon,1,999,0,nonexistent,28123
cellular,jul,tue,3,999,0,nonexistent,3736
cellular,jul,thu,3,999,0,nonexistent,18113
telephone,jun,fri,5,999,0,nonexistent,32043
cellular,aug,wed,2,999,0,nonexistent,8589
cellular,aug,tue,5,999,0,nonexistent,1635
telephone,jul,wed,1,999,0,nonexistent,36629
cellular,jul,tue,1,999,0,nonexistent,28755
telephone,aug,tue,2,999,0,nonexistent,15598
cellular,mar,thu,2,11,3,failure,9730
cellular,jul,mon,2,999,0,nonexistent,16590
cellular,nov,fri,2,999,0,nonexistent,38084
telephone,may,thu,1,999,0,nonexistent,35908
cellular,jul,wed,9,999,0,nonexistent,25565
telephone,jun,fri,5,999,0,nonexistent,14554
telephone,jun,mon,1,999,0,nonexistent,4424
cellular,may,mon,1,999,2,failure,21201
telephone,jun,tue,5,999,0,nonexistent,27606
cellular,nov,thu,2,3,2,success,7745
cellular,may,tue,2,999,0,nonexistent,21281
telephone,jun,fri,1,999,0,nonexistent,12223
cellular,jul,mon,5,999,0,nonexistent,17710
cellular,aug,wed,1,4,2,success,23741
cellular,nov,wed,2,999,1,failure,8768
telephone,may,mon,4,999,0,nonexistent,1452
telephone,jul,thu,6,999,0,nonexistent,33730
cellular,apr,thu,4,999,0,nonexistent,25490
cellular,aug,mon,3,999,0,nonexistent,10454
telephone,may,tue,2,999,0,nonexistent,30580
telephone,nov,fri,2,999,0,nonexistent,21887
cellular,jul,thu,1,999,0,nonexistent,21900
telephone,may,mon,2,999,0,nonexistent,34320
telephone,may,mon,1,999,0,nonexistent,9892
telephone,jun,thu,2,999,0,nonexistent,10620
cellular,aug,tue,2,999,0,nonexistent,1058
cellular,apr,fri,2,999,1,failure,36968
telephone,may,mon,3,999,0,nonexistent,5329
cellular,nov,thu,2,999,0,nonexistent,7301
telephone,may,mon,1,999,0,nonexistent,8049
cellular,mar,thu,4,999,2,failure,38604
cellular,nov,mon,1,7,2,success,35630
cellular,jun,tue,1,999,0,nonexistent,9836
cellular,jul,mon,3,999,0,nonexistent,16539
telephone,may,mon,2,999,1,failure,29045
cellular,jul,tue,3,999,0,nonexistent,4814
cellular,may,mon,1,999,0,nonexistent,28710
telephone,jun,fri,1,999,0,nonexistent,35320
telephone,may,tue,4,999,0,nonexistent,16102
cellular,aug,thu,1,999,0,nonexistent,5152
telephone,may,fri,1,999,0,nonexistent,21770
cellular,aug,tue,1,999,0,nonexistent,14475
cellular,may,mon,1,999,0,nonexistent,32915
telephone,may,wed,2,999,0,nonexistent,10845
cellular,aug,tue,3,999,0,nonexistent,15619
cellular,aug,thu,1,999,0,nonexistent,2695
cellular,oct,mon,4,999,2,failure,31876
telephone,jun,fri,15,999,0,nonexistent,30394
cellular,apr,mon,2,999,0,nonexistent,33577
cellular,jul,wed,1,999,0,nonexistent,8211
telephone,apr,fri,1,999,0,nonexistent,9387
telephone,jun,mon,1,999,0,nonexistent,7477
telephone,jun,thu,3,999,0,nonexistent,2273
telephone,may,mon,2,999,0,nonexistent,5081
cellular,apr,mon,3,999,0,nonexistent,5320
telephone,may,wed,2,999,0,nonexistent,10319
telephone,may,wed,1,999,0,nonexistent,14709
telephone,may,fri,1,999,0,nonexistent,19759
telephone,may,thu,3,999,0,nonexistent,17753
cellular,aug,tue,2,999,0,nonexistent,39868
cellular,aug,tue,1,999,0,nonexistent,13399
telephone,may,wed,1,999,0,nonexistent,13188
cellular,may,wed,3,999,0,nonexistent,37077
cellular,apr,thu,1,999,0,nonexistent,29080
cellular,aug,mon,1,999,0,nonexistent,33805
cellular,aug,mon,1,999,0,nonexistent,27879
cellular,nov,fri,4,999,0,nonexistent,10408
telephone,may,thu,7,999,0,nonexistent,25375
cellular,may,wed,1,999,0,nonexistent,24715
telephone,jun,fri,4,999,0,nonexistent,29499
cellular,aug,wed,2,999,0,nonexistent,28993
telephone,jun,thu,9,999,0,nonexistent,1671
telephone,may,fri,3,999,0,nonexistent,760
telephone,may,tue,2,999,0,nonexistent,1948
cellular,may,tue,1,999,0,nonexistent,32240
cellular,jul,thu,1,999,0,nonexistent,7513
cellular,may,thu,2,999,0,nonexistent,24251
cellular,aug,mon,2,999,1,failure,8030
cellular,jul,mon,2,999,0,nonexistent,8894
cellular,may,fri,2,999,0,nonexistent,37975
cellular,may,thu,1,3,5,success,3849
cellular,jul,mon,2,999,0,nonexistent,35281
cellular,may,fri,1,999,1,failure,7517
telephone,may,tue,3,999,0,nonexistent,22724
cellular,aug,tue,1,999,0,nonexistent,22985
telephone,jun,mon,1,999,0,nonexistent,31128
telephone,jun,mon,4,999,0,nonexistent,1213
cellular,may,wed,2,999,0,nonexistent,32711
telephone,jun,fri,1,999,0,nonexistent,8835
cellular,jul,wed,3,999,0,nonexistent,24093
telephone,may,fri,1,999,0,nonexistent,12601
cellular,aug,fri,4,999,0,nonexistent,33222
cellular,jul,wed,1,999,0,nonexistent,31697
cellular,nov,wed,2,999,0,nonexistent,5214
cellular,jul,thu,3,999,0,nonexistent,24139
telephone,dec,wed,2,999,0,nonexistent,34465
telephone,may,tue,2,999,0,nonexistent,21624
cellular,aug,thu,13,999,0,nonexistent,5256
cellular,jul,thu,1,999,0,nonexistent,607
cellular,aug,mon,9,999,0,nonexistent,22744
cellular,apr,mon,1,999,0,nonexistent,34818
telephone,may,wed,2,999,0,nonexistent,2541
cellular,aug,mon,1,999,0,nonexistent,18103
telephone,may,thu,1,999,0,nonexistent,16434
telephone,jul,mon,5,999,0,nonexistent,32451
cellular,jul,tue,1,999,0,nonexistent,31538
cellular,aug,tue,1,999,0,nonexistent,8639
telephone,may,thu,1,999,0,nonexistent,7873
telephone,may,tue,1,999,0,nonexistent,16633
cellular,may,tue,4,999,1,failure,5488
cellular,jul,wed,1,999,0,nonexistent,22780
cellular,jul,mon,3,999,0,nonexistent,4500
telephone,may,fri,1,999,0,nonexistent,6931
telephone,jun,mon,2,999,0,nonexistent,15266
telephone,may,fri,1,999,0,nonexistent,32580
cellular,nov,wed,2,3,3,success,38536
cellular,oct,fri,2,999,0,nonexistent,35497
telephone,may,mon,1,999,0,nonexistent,15087
cellular,nov,thu,3,999,0,nonexistent,41086
cellular,may,tue,2,999,0,nonexistent,23509
telephone,jun,thu,1,999,0,nonexistent,1465
cellular,nov,fri,1,999,0,nonexistent,26977
cellular,nov,fri,2,999,0,nonexistent,5703
telephone,may,tue,1,999,0,nonexistent,39414
cellular,jul,tue,2,999,0,nonexistent,6942
cellular,jul,tue,3,999,0,nonexistent,18815
telephone,dec,mon,6,999,0,nonexistent,307
cellular,jul,fri,1,999,0,nonexistent,3894
telephone,may,thu,1,999,0,nonexistent,31976
cellular,aug,mon,3,999,0,nonexistent,22494
cellular,jul,thu,4,999,0,nonexistent,30141
cellular,apr,fri,1,999,0,nonexistent,4352
telephone,jun,fri,2,999,0,nonexistent,5592
cellular,aug,mon,7,999,0,nonexistent,23925
cellular,may,mon,2,999,1,failure,11652
cellular,may,mon,4,999,1,failure,24435
telephone,jun,tue,3,999,0,nonexistent,17109
cellular,jul,fri,5,999,0,nonexistent,25987
cellular,may,fri,6,999,1,failure,31827
cellular,nov,tue,1,999,0,nonexistent,35615
cellular,nov,mon,2,999,0,nonexistent,29933
cellular,apr,mon,1,999,0,nonexistent,3063
cellular,aug,tue,2,999,0,nonexistent,14251
cellular,jul,thu,5,999,0,nonexistent,8374
telephone,apr,mon,3,999,0,nonexistent,13315
cellular,aug,fri,1,999,0,nonexistent,31578
cellular,may,tue,3,999,0,nonexistent,11749
cellular,jul,thu,1,999,0,nonexistent,23016
cellular,aug,wed,1,999,0,nonexistent,35136
cellular,may,fri,1,999,0,nonexistent,21599
cellular,aug,tue,5,999,0,nonexistent,3256
cellular,nov,thu,1,999,0,nonexistent,11719
telephone,may,fri,2,999,0,nonexistent,34101
telephone,may,fri,2,999,0,nonexistent,6408
telephone,may,thu,1,999,0,nonexistent,20539
cellular,may,mon,3,999,1,failure,36172
telephone,jul,thu,25,999,0,nonexistent,36632
cellular,may,tue,2,999,1,failure,7797
telephone,jun,fri,4,999,0,nonexistent,10886
cellular,apr,fri,1,999,0,nonexistent,18806
telephone,jul,tue,1,999,0,nonexistent,13743
telephone,may,fri,1,999,0,nonexistent,39280
cellular,jun,thu,1,999,0,nonexistent,24873
telephone,may,fri,4,999,1,failure,7024
telephone,may,mon,1,999,0,nonexistent,19029
telephone,may,wed,2,999,0,nonexistent,29376
telephone,may,tue,1,999,0,nonexistent,39193
telephone,may,thu,2,999,0,nonexistent,2944
cellular,aug,mon,8,999,0,nonexistent,40285
cellular,aug,mon,1,999,1,failure,16668
cellular,may,tue,1,999,0,nonexistent,21522
cellular,aug,tue,1,999,0,nonexistent,10481
telephone,jun,mon,3,999,0,nonexistent,10671
cellular,may,wed,1,999,0,nonexistent,36053
cellular,aug,fri,3,999,0,nonexistent,8816
telephone,may,wed,5,999,0,nonexistent,6878
telephone,may,tue,2,999,0,nonexistent,27025
cellular,aug,mon,1,999,0,nonexistent,34487
telephone,may,tue,1,999,0,nonexistent,13283
telephone,may,tue,1,999,0,nonexistent,3213
telephone,may,tue,1,999,0,nonexistent,12361
telephone,may,thu,2,999,0,nonexistent,1822
cellular,nov,wed,3,999,0,nonexistent,741
cellular,aug,wed,2,999,0,nonexistent,36611
cellular,jul,mon,5,999,0,nonexistent,2208
cellular,jul,wed,2,999,0,nonexistent,12014
cellular,may,fri,1,999,0,nonexistent,12266
telephone,jun,wed,15,999,0,nonexistent,17804
telephone,nov,fri,5,999,0,nonexistent,17322
telephone,may,fri,1,999,0,nonexistent,13429
telephone,may,mon,2,999,0,nonexistent,7089
cellular,may,wed,2,999,0,nonexistent,17552
cellular,apr,mon,3,999,0,nonexistent,16344
cellular,nov,wed,1,999,0,nonexistent,22833
telephone,may,tue,2,999,0,nonexistent,4643
cellular,aug,tue,4,999,0,nonexistent,21158
telephone,jun,mon,1,999,0,nonexistent,39665
cellular,may,fri,4,999,0,nonexistent,8088
telephone,jun,mon,2,999,0,nonexistent,19682
cellular,sep,tue,1,999,0,nonexistent,16875
cellular,jul,wed,1,999,0,nonexistent,34873
cellular,apr,fri,2,999,0,nonexistent,16180
cellular,aug,tue,3,999,0,nonexistent,33531
cellular,jul,mon,3,999,0,nonexistent,22496
telephone,jul,fri,7,999,0,nonexistent,23710
telephone,may,mon,3,999,0,nonexistent,1300
cellular,may,tue,1,999,1,failure,24982
cellular,nov,wed,1,999,0,nonexistent,18730
cellular,nov,thu,1,6,1,success,16275
cellular,apr,tue,1,999,0,nonexistent,27233
cellular,jul,wed,1,999,0,nonexistent,39799
cellular,jul,tue,3,999,0,nonexistent,15018
cellular,jul,wed,1,999,0,nonexistent,37449
telephone,jun,tue,3,999,0,nonexistent,27220
cellular,aug,thu,4,999,0,nonexistent,29399
cellular,aug,wed,1,999,0,nonexistent,29004
telephone,may,tue,2,999,0,nonexistent,37011
cellular,may,thu,4,999,0,nonexistent,1574
cellular,jul,wed,2,999,0,nonexistent,12529
telephone,may,tue,2,999,0,nonexistent,15127
telephone,apr,wed,7,999,0,nonexistent,32620
telephone,jun,fri,3,999,0,nonexistent,6346
cellular,aug,fri,4,999,0,nonexistent,20519
cellular,may,mon,1,999,0,nonexistent,36376
cellular,may,mon,1,999,0,nonexistent,26043
cellular,may,fri,1,999,1,failure,718
telephone,jul,fri,1,999,0,nonexistent,15052
cellular,aug,wed,3,4,2,success,999
telephone,may,fri,2,999,0,nonexistent,7439
cellular,apr,wed,2,999,0,nonexistent,40525
telephone,may,mon,1,999,0,nonexistent,906
telephone,jul,wed,3,999,0,nonexistent,6098
cellular,apr,fri,2,999,0,nonexistent,15708
cellular,jul,wed,2,999,0,nonexistent,11609
telephone,may,thu,1,999,0,nonexistent,21058
telephone,jun,wed,5,999,0,nonexistent,26547
telephone,jun,fri,6,999,0,nonexistent,27132
cellular,jul,fri,2,999,0,nonexistent,38947
telephone,jun,thu,1,999,0,nonexistent,16448
cellular,nov,wed,1,999,0,nonexistent,31623
telephone,may,thu,3,999,0,nonexistent,24376
cellular,nov,mon,1,999,0,nonexistent,25307
cellular,jul,fri,1,999,0,nonexistent,276
telephone,may,wed,1,999,0,nonexistent,16156
cellular,apr,thu,2,999,0,nonexistent,1534
telephone,jun,thu,2,999,0,nonexistent,40237
cellular,may,mon,2,999,1,failure,37257
cellular,apr,thu,1,999,0,nonexistent,28265
telephone,jun,mon,5,999,0,nonexistent,27456
cellular,aug,tue,4,999,0,nonexistent,36160
cellular,jun,thu,2,999,0,nonexistent,5119
telephone,may,mon,2,999,0,nonexistent,19916
telephone,may,tue,1,999,0,nonexistent,23607
telephone,jun,mon,1,999,0,nonexistent,33248
telephone,jul,mon,2,999,0,nonexistent,11499
cellular,jul,fri,1,999,0,nonexistent,8625
cellular,jul,thu,1,999,0,nonexistent,15324
telephone,may,fri,1,999,0,nonexistent,20468
telephone,nov,fri,1,999,0,nonexistent,8585
telephone,may,mon,2,999,0,nonexistent,31929
telephone,jun,fri,1,999,0,nonexistent,589
cellular,jul,mon,6,999,0,nonexistent,35455
telephone,jun,fri,3,999,0,nonexistent,23977
cellular,may,thu,3,999,1,failure,7213
telephone,jul,mon,1,999,0,nonexistent,13460
cellular,jul,mon,2,999,0,nonexistent,26881
telephone,may,wed,1,999,0,nonexistent,7260
telephone,may,mon,3,999,0,nonexistent,38949
cellular,jul,thu,2,999,0,nonexistent,3243
cellular,nov,wed,2,999,0,nonexistent,5373
telephone,may,thu,1,999,0,nonexistent,15153
cellular,jul,wed,5,999,0,nonexistent,1419
cellular,jul,mon,4,999,0,nonexistent,17653
telephone,may,mon,3,999,0,nonexistent,8925
cellular,jul,thu,1,999,0,nonexistent,9855
cellular,may,thu,1,999,1,failure,21836
cellular,jun,thu,1,999,0,nonexistent,36007
telephone,may,mon,3,999,0,nonexistent,10008
cellular,may,mon,6,999,1,failure,39435
cellular,nov,mon,1,999,0,nonexistent,28561
cellular,aug,thu,3,999,0,nonexistent,33822
cellular,mar,wed,1,999,0,nonexistent,22127
cellular,jun,wed,4,3,2,success,33344
cellular,jul,wed,4,999,0,nonexistent,32504
cellular,jun,mon,1,3,1,success,33554
cellular,may,wed,1,999,0,nonexistent,15344
telephone,may,thu,1,999,0,nonexistent,7560
cellular,jul,thu,1,999,0,nonexistent,14931
cellular,apr,thu,1,999,1,failure,36165
telephone,jun,thu,4,999,0,nonexistent,13319
cellular,may,mon,3,999,1,failure,15725
cellular,jul,thu,2,999,1,failure,38081
cellular,may,tue,3,999,1,failure,37194
cellular,may,fri,8,999,0,nonexistent,36568
telephone,may,tue,1,999,0,nonexistent,5182
cellular,nov,fri,2,999,1,failure,16486
cellular,may,mon,1,999,0,nonexistent,39961
telephone,may,tue,2,999,0,nonexistent,17625
cellular,jul,wed,3,999,0,nonexistent,31202
cellular,may,thu,2,999,1,failure,35090
cellular,apr,wed,1,999,1,failure,40662
cellular,may,thu,2,999,0,nonexistent,33852
telephone,may,wed,1,999,0,nonexistent,37852
telephone,jun,wed,3,999,0,nonexistent,17523
cellular,mar,tue,2,999,0,nonexistent,2610
cellular,jun,thu,1,4,1,success,7452
cellular,jul,tue,1,999,1,failure,8144
telephone,jun,tue,2,999,0,nonexistent,24371
cellular,nov,wed,1,999,0,nonexistent,36530
cellular,may,wed,1,999,0,nonexistent,34341
cellular,aug,thu,3,999,0,nonexistent,12013
cellular,jul,tue,1,6,2,success,11656
cellular,nov,thu,1,999,0,nonexistent,30187
cellular,aug,tue,6,999,0,nonexistent,11191
cellular,may,mon,8,10,1,success,36902
cellular,may,fri,2,999,0,nonexistent,22840
telephone,jun,fri,4,999,0,nonexistent,13913
telephone,may,mon,5,999,0,nonexistent,13368
telephone,jun,fri,10,999,0,nonexistent,17260
cellular,may,mon,4,999,0,nonexistent,40077
telephone,jun,mon,1,999,0,nonexistent,4010
cellular,jun,mon,1,999,1,failure,14250
telephone,jun,wed,1,999,0,nonexistent,14955
cellular,may,fri,2,999,2,failure,6730
telephone,jul,wed,1,999,0,nonexistent,24627
telephone,nov,wed,2,999,0,nonexistent,41066
telephone,may,mon,2,999,0,nonexistent,6809
telephone,jul,fri,1,999,0,nonexistent,21295
telephone,jun,wed,1,999,0,nonexistent,34332
cellular,oct,fri,1,2,2,success,17258
cellular,jul,tue,11,999,0,nonexistent,19187
cellular,aug,fri,2,999,0,nonexistent,17229
cellular,may,thu,9,999,0,nonexistent,25772
cellular,apr,fri,1,999,0,nonexistent,11310
telephone,may,thu,1,999,0,nonexistent,27394
cellular,may,mon,2,999,0,nonexistent,2485
cellular,aug,tue,2,999,0,nonexistent,20711
telephone,may,tue,2,999,0,nonexistent,21534
cellular,nov,wed,2,999,1,failure,26628
cellular,jul,thu,1,999,0,nonexistent,5177
cellular,may,thu,4,999,0,nonexistent,32277
telephone,jun,wed,1,999,0,nonexistent,22553
cellular,nov,tue,3,999,1,failure,8370
cellular,nov,thu,1,999,0,nonexistent,11266
cellular,apr,fri,2,999,0,nonexistent,17963
telephone,jun,fri,1,999,0,nonexistent,31210
telephone,may,thu,4,999,0,nonexistent,2875
telephone,jun,thu,1,999,0,nonexistent,11714
cellular,jul,thu,1,999,0,nonexistent,20657
telephone,may,tue,1,999,0,nonexistent,18822
cellular,jul,tue,4,999,0,nonexistent,16175
telephone,jun,wed,9,999,0,nonexistent,32314
telephone,may,wed,1,999,0,nonexistent,8172
cellular,may,fri,1,999,1,failure,14227
cellular,apr,mon,2,999,0,nonexistent,28239
telephone,may,thu,1,999,0,nonexistent,26410
cellular,aug,wed,2,999,0,nonexistent,11701
cellular,nov,tue,1,999,1,failure,4219
telephone,jun,fri,3,999,0,nonexistent,28444
cellular,may,fri,5,999,0,nonexistent,35850
cellular,may,tue,2,999,1,failure,2788
cellular,nov,fri,2,999,0,nonexistent,18281
telephone,may,tue,1,999,0,nonexistent,17213
cellular,aug,wed,1,999,0,nonexistent,18872
cellular,aug,mon,2,999,0,nonexistent,26251
telephone,may,thu,1,999,0,nonexistent,20926
telephone,jun,tue,3,999,0,nonexistent,12813
cellular,may,mon,2,999,0,nonexistent,36440
telephone,may,fri,1,999,0,nonexistent,27136
telephone,may,tue,1,999,0,nonexistent,24525
cellular,apr,thu,1,999,0,nonexistent,20737
cellular,aug,tue,4,999,0,nonexistent,8800
telephone,jun,tue,1,999,0,nonexistent,30361
cellular,may,mon,5,999,0,nonexistent,39095
cellular,mar,thu,2,999,1,failure,6309
cellular,aug,mon,1,999,2,failure,18492
telephone,may,wed,1,999,0,nonexistent,19499
cellular,jul,mon,3,999,1,failure,16502
cellular,nov,wed,3,999,0,nonexistent,36830
telephone,may,fri,2,999,0,nonexistent,21528
telephone,aug,mon,1,999,0,nonexistent,28174
cellular,aug,wed,1,999,0,nonexistent,12364
cellular,aug,thu,4,999,0,nonexistent,22361
telephone,may,thu,2,999,0,nonexistent,11859
cellular,jul,fri,1,999,0,nonexistent,11472
cellular,aug,mon,5,999,0,nonexistent,33988
cellular,oct,mon,1,999,0,nonexistent,23974
cellular,jul,mon,2,999,0,nonexistent,32188
cellular,apr,thu,1,999,0,nonexistent,24882
cellular,jul,mon,15,999,0,nonexistent,33416
telephone,oct,tue,1,999,0,nonexistent,23871
cellular,aug,fri,1,16,1,success,4226
telephone,apr,tue,3,999,0,nonexistent,9625
cellular,aug,mon,2,4,1,success,38215
telephone,aug,wed,3,999,0,nonexistent,24979
cellular,may,thu,2,999,1,failure,36779
telephone,may,thu,1,999,0,nonexistent,36502
cellular,may,tue,1,999,0,nonexistent,14324
telephone,may,thu,2,999,0,nonexistent,31548
cellular,nov,thu,5,999,0,nonexistent,18365
telephone,may,tue,2,999,0,nonexistent,9769
telephone,may,wed,1,999,0,nonexistent,25980
cellular,nov,tue,2,8,2,failure,17118
telephone,may,mon,2,999,0,nonexistent,22198
telephone,jun,tue,5,999,0,nonexistent,16132
cellular,aug,mon,2,999,0,nonexistent,12778
telephone,jun,fri,3,999,0,nonexistent,20892
telephone,may,thu,1,999,0,nonexistent,22379
telephone,jun,mon,3,999,0,nonexistent,11245
cellular,may,thu,1,999,1,failure,36442
cellular,aug,tue,3,999,0,nonexistent,7145
telephone,may,tue,2,999,0,nonexistent,19454
telephone,jun,tue,2,999,0,nonexistent,26655
telephone,dec,thu,1,999,0,nonexistent,18779
cellular,may,tue,2,999,0,nonexistent,34379
cellular,may,fri,1,999,0,nonexistent,27691
telephone,may,fri,15,999,0,nonexistent,36521
telephone,jun,fri,2,999,0,nonexistent,9771
cellular,nov,thu,1,999,0,nonexistent,33629
telephone,may,wed,1,999,0,nonexistent,40194
cellular,jul,fri,2,999,0,nonexistent,38521
telephone,jul,fri,3,999,0,nonexistent,23625
cellular,apr,fri,1,999,1,failure,5173
cellular,may,wed,4,999,0,nonexistent,38503
cellular,nov,mon,3,999,0,nonexistent,32746
cellular,nov,fri,2,999,0,nonexistent,558
cellular,aug,mon,2,999,0,nonexistent,19378
cellular,may,wed,1,10,1,success,35549
cellular,jul,tue,5,999,0,nonexistent,37950
telephone,may,thu,2,999,0,nonexistent,23615
cellular,jul,fri,7,999,0,nonexistent,9351
cellular,jul,mon,2,999,0,nonexistent,3081
cellular,jul,mon,3,999,0,nonexistent,25056
cellular,aug,fri,1,999,0,nonexistent,30397
telephone,may,tue,1,999,0,nonexistent,12527
cellular,sep,thu,1,999,0,nonexistent,14118
cellular,apr,mon,1,999,0,nonexistent,1308
cellular,nov,fri,5,999,1,failure,1994
telephone,may,wed,2,999,0,nonexistent,36976
cellular,may,wed,1,999,1,failure,13563
cellular,nov,wed,1,3,1,success,28276
cellular,sep,thu,1,999,1,failure,14885
cellular,jul,fri,1,999,0,nonexistent,6203
telephone,may,wed,2,999,0,nonexistent,7401
cellular,aug,mon,4,999,0,nonexistent,27162
cellular,jul,fri,3,6,2,success,784
cellular,apr,fri,1,999,0,nonexistent,15819
telephone,jun,tue,6,999,0,nonexistent,25564
cellular,jul,wed,4,999,0,nonexistent,26833
cellular,nov,wed,3,999,0,nonexistent,7430
cellular,apr,thu,1,999,0,nonexistent,23464
cellular,may,fri,3,999,1,failure,14769
telephone,jun,wed,4,999,0,nonexistent,28271
cellular,apr,mon,6,999,0,nonexistent,23947
telephone,may,thu,25,999,0,nonexistent,16597
telephone,jul,thu,1,999,0,nonexistent,40386
cellular,mar,tue,3,999,0,nonexistent,15559
cellular,nov,tue,1,999,0,nonexistent,9405
telephone,may,mon,4,999,0,nonexistent,27240
telephone,may,mon,2,999,0,nonexistent,25510
cellular,jul,thu,3,999,0,nonexistent,29800
cellular,may,tue,5,999,0,nonexistent,24254
telephone,jun,tue,3,999,0,nonexistent,10791
cellular,jul,fri,2,999,0,nonexistent,37048
cellular,aug,wed,1,999,0,nonexistent,22213
cellular,aug,wed,2,999,0,nonexistent,7564
cellular,jul,thu,2,999,0,nonexistent,19554
cellular,may,wed,2,999,1,failure,24615
cellular,apr,mon,5,999,1,failure,22113
cellular,aug,tue,1,999,0,nonexistent,6743
telephone,may,thu,2,999,0,nonexistent,39912
cellular,nov,tue,3,999,0,nonexistent,8401
telephone,may,tue,1,999,0,nonexistent,674
telephone,jun,fri,4,999,0,nonexistent,5142
telephone,may,mon,8,999,0,nonexistent,34507
cellular,sep,thu,1,3,4,success,12503
cellular,nov,wed,1,999,0,nonexistent,14786
telephone,may,wed,2,999,0,nonexistent,25829
telephone,may,wed,2,999,0,nonexistent,29901
telephone,jun,tue,5,999,0,nonexistent,41098
cellular,may,thu,1,999,1,failure,28506
telephone,may,thu,1,999,0,nonexistent,21771
cellular,jul,mon,4,999,0,nonexistent,29135
telephone,jun,tue,2,999,0,nonexistent,13097
telephone,jun,fri,1,999,0,nonexistent,20931
cellular,jul,tue,1,999,0,nonexistent,25399
telephone,may,mon,1,999,0,nonexistent,7083
telephone,jun,tue,1,999,0,nonexistent,37180
cellular,apr,fri,1,999,1,failure,26238
cellular,nov,fri,1,999,0,nonexistent,35889
cellular,aug,thu,5,999,0,nonexistent,6368
cellular,aug,wed,1,999,0,nonexistent,4937
cellular,nov,wed,3,999,1,failure,38570
cellular,nov,tue,1,999,0,nonexistent,32527
telephone,aug,mon,1,999,0,nonexistent,33893
telephone,jul,wed,2,999,0,nonexistent,19635
cellular,aug,tue,2,999,0,nonexistent,38066
cellular,aug,tue,1,999,0,nonexistent,30732
cellular,aug,tue,1,999,0,nonexistent,10371
telephone,jun,wed,1,999,0,nonexistent,21400
cellular,jul,tue,1,999,0,nonexistent,22533
cellular,apr,wed,2,999,0,nonexistent,15505
telephone,may,mon,7,999,0,nonexistent,18748
cellular,may,thu,1,999,0,nonexistent,13416
telephone,may,mon,5,999,0,nonexistent,18536
cellular,mar,mon,1,999,0,nonexistent,18211
cellular,jun,tue,2,999,0,nonexistent,7944
telephone,may,wed,1,999,0,nonexistent,12786
telephone,may,wed,2,999,0,nonexistent,8027
telephone,jun,mon,3,999,0,nonexistent,14972
cellular,aug,wed,1,999,0,nonexistent,4050
cellular,aug,fri,1,999,0,nonexistent,14760
telephone,may,tue,1,999,0,nonexistent,10676
cellular,mar,thu,1,999,1,failure,889
telephone,may,wed,1,999,0,nonexistent,26521
cellular,jul,mon,2,999,0,nonexistent,18447
telephone,may,fri,2,999,0,nonexistent,31776
cellular,apr,mon,3,999,0,nonexistent,39695
cellular,aug,tue,1,999,0,nonexistent,15587
cellular,nov,fri,1,999,1,failure,16702
cellular,may,mon,5,999,0,nonexistent,24292
cellular,jun,fri,2,999,0,nonexistent,35032
cellular,aug,tue,2,999,1,failure,20877
