contact,month,day_of_week,campaign,pdays,previous_stat,poutcome,id
cellular,jul,thu,2,999,0,nonexistent,23263
cellular,nov,mon,2,999,0,nonexistent,29763
cellular,jul,thu,5,999,0,nonexistent,22146
telephone,may,mon,3,999,0,nonexistent,38250
telephone,nov,wed,1,999,0,nonexistent,5078
cellular,jul,mon,2,999,0,nonexistent,27481
telephone,may,mon,1,999,0,nonexistent,40299
telephone,jun,fri,3,999,0,nonexistent,20198
cellular,may,wed,1,999,0,nonexistent,31423
cellular,may,tue,1,999,0,nonexistent,33930
telephone,may,fri,2,999,0,nonexistent,3673
cellular,may,tue,1,999,1,failure,25304
cellular,apr,thu,1,999,0,nonexistent,36199
cellular,sep,fri,2,999,0,nonexistent,8801
telephone,jun,mon,2,999,0,nonexistent,40211
cellular,jul,wed,7,999,0,nonexistent,20728
cellular,may,wed,2,999,1,failure,783
cellular,oct,thu,1,17,1,success,952
telephone,jun,wed,1,999,0,nonexistent,36977
cellular,may,mon,1,999,0,nonexistent,14149
telephone,may,wed,1,999,0,nonexistent,9966
cellular,jul,mon,3,999,0,nonexistent,35114
cellular,aug,thu,3,999,0,nonexistent,34488
cellular,aug,tue,3,999,0,nonexistent,37581
cellular,may,fri,4,999,1,failure,40456
telephone,jun,thu,6,999,0,nonexistent,29005
telephone,may,mon,2,999,0,nonexistent,10894
telephone,may,fri,2,999,0,nonexistent,34326
cellular,jul,mon,3,999,0,nonexistent,4530
telephone,may,mon,6,999,0,nonexistent,34498
cellular,may,mon,2,999,0,nonexistent,37156
cellular,nov,tue,1,999,0,nonexistent,31814
telephone,sep,mon,5,999,0,nonexistent,23424
telephone,may,fri,4,999,0,nonexistent,31961
cellular,apr,mon,2,999,0,nonexistent,10817
telephone,may,mon,1,999,0,nonexistent,549
cellular,nov,thu,1,999,0,nonexistent,11658
cellular,sep,fri,4,999,1,failure,33122
cellular,jul,fri,2,999,0,nonexistent,11121
telephone,jun,thu,2,999,0,nonexistent,17799
cellular,mar,thu,3,3,2,success,26362
telephone,may,fri,1,999,0,nonexistent,185
cellular,aug,mon,1,999,0,nonexistent,1959
cellular,may,fri,2,999,0,nonexistent,28116
cellular,aug,thu,3,999,0,nonexistent,8633
cellular,aug,mon,3,999,0,nonexistent,20708
telephone,jun,thu,1,999,0,nonexistent,2294
telephone,aug,mon,6,999,0,nonexistent,9774
cellular,may,mon,1,999,1,failure,10230
cellular,may,thu,2,999,0,nonexistent,3796
cellular,aug,thu,3,999,0,nonexistent,31851
cellular,jul,thu,8,999,0,nonexistent,9212
telephone,may,mon,1,999,0,nonexistent,13448
cellular,aug,tue,2,999,0,nonexistent,29487
cellular,apr,fri,1,999,2,failure,32870
telephone,may,fri,1,999,0,nonexistent,20746
cellular,aug,wed,1,3,2,success,8704
telephone,may,mon,1,999,0,nonexistent,10634
cellular,apr,thu,2,999,0,nonexistent,335
telephone,jun,wed,2,999,0,nonexistent,35264
cellular,aug,fri,1,999,0,nonexistent,40017
telephone,may,wed,1,999,0,nonexistent,14766
telephone,jun,thu,1,999,0,nonexistent,9543
cellular,nov,mon,1,999,0,nonexistent,21786
cellular,jun,thu,1,999,0,nonexistent,11844
cellular,may,mon,1,999,0,nonexistent,15532
cellular,nov,mon,2,999,0,nonexistent,35869
cellular,may,thu,1,999,1,failure,22346
telephone,jun,thu,2,999,0,nonexistent,12722
telephone,may,wed,4,999,0,nonexistent,21632
telephone,may,fri,1,999,0,nonexistent,19379
cellular,nov,tue,1,999,1,failure,4999
telephone,may,thu,2,999,0,nonexistent,22651
cellular,jul,tue,1,999,0,nonexistent,23823
cellular,jul,thu,1,999,0,nonexistent,32618
telephone,may,wed,1,999,0,nonexistent,9033
cellular,sep,mon,1,999,0,nonexistent,37523
cellular,may,wed,4,999,1,failure,22100
cellular,nov,fri,1,999,1,failure,27657
telephone,jun,fri,2,999,0,nonexistent,32608
telephone,nov,tue,1,999,0,nonexistent,6164
cellular,aug,mon,2,999,0,nonexistent,19934
cellular,nov,tue,1,999,1,failure,33886
cellular,jul,mon,4,999,0,nonexistent,235
cellular,jul,thu,1,999,0,nonexistent,22564
cellular,may,mon,2,999,0,nonexistent,40310
cellular,may,wed,1,999,0,nonexistent,29531
cellular,nov,tue,1,999,0,nonexistent,25346
cellular,aug,mon,2,999,0,nonexistent,24835
cellular,nov,mon,1,999,0,nonexistent,33978
telephone,may,wed,2,999,0,nonexistent,20638
cellular,jun,tue,2,999,0,nonexistent,8501
cellular,may,mon,3,11,1,success,1605
telephone,may,wed,1,999,0,nonexistent,1339
cellular,sep,thu,1,6,3,success,14543
telephone,aug,fri,2,999,0,nonexistent,6199
telephone,jun,fri,1,999,0,nonexistent,6556
cellular,aug,fri,2,3,2,success,13304
cellular,sep,fri,1,999,0,nonexistent,24010
cellular,sep,wed,1,999,0,nonexistent,18458
telephone,may,mon,2,999,0,nonexistent,1476
cellular,may,wed,3,999,0,nonexistent,26060
telephone,may,wed,11,999,0,nonexistent,8440
cellular,jul,wed,8,999,0,nonexistent,12492
cellular,aug,wed,1,999,0,nonexistent,19602
telephone,may,thu,2,999,0,nonexistent,20824
cellular,nov,tue,1,999,0,nonexistent,40231
cellular,oct,tue,1,999,0,nonexistent,23491
telephone,jun,mon,6,999,0,nonexistent,3308
cellular,nov,tue,3,999,1,failure,9983
cellular,nov,tue,1,999,0,nonexistent,2091
telephone,may,tue,1,999,0,nonexistent,32734
telephone,may,wed,1,999,0,nonexistent,14690
cellular,may,tue,1,11,1,success,1997
cellular,may,thu,2,999,0,nonexistent,3334
telephone,may,wed,2,999,0,nonexistent,9526
cellular,may,thu,4,999,1,failure,32091
telephone,may,wed,6,999,0,nonexistent,36334
cellular,may,tue,2,999,1,failure,4668
cellular,mar,wed,2,999,0,nonexistent,24280
cellular,aug,thu,1,999,0,nonexistent,36223
cellular,may,thu,1,999,0,nonexistent,22665
telephone,may,fri,2,999,0,nonexistent,21966
cellular,may,wed,1,999,0,nonexistent,7406
cellular,may,tue,1,999,1,failure,16771
telephone,may,wed,1,999,0,nonexistent,34867
telephone,may,mon,2,999,0,nonexistent,5692
telephone,may,tue,6,999,0,nonexistent,8454
cellular,jul,fri,1,999,0,nonexistent,37191
telephone,may,mon,3,999,0,nonexistent,5905
cellular,nov,tue,1,999,1,failure,20338
cellular,apr,mon,1,999,0,nonexistent,33494
cellular,may,tue,1,999,1,failure,36725
telephone,may,mon,4,999,0,nonexistent,27900
telephone,jun,wed,2,999,0,nonexistent,1319
cellular,may,tue,6,999,1,failure,14704
cellular,aug,fri,1,999,0,nonexistent,15566
cellular,apr,fri,2,999,0,nonexistent,21561
cellular,oct,thu,3,999,0,nonexistent,41082
cellular,aug,thu,1,999,0,nonexistent,5227
telephone,jun,mon,2,999,0,nonexistent,6374
telephone,jun,fri,3,999,0,nonexistent,20859
cellular,aug,thu,3,999,0,nonexistent,17745
cellular,nov,mon,2,999,1,failure,39079
cellular,nov,wed,2,999,0,nonexistent,32498
cellular,aug,wed,4,999,0,nonexistent,7674
telephone,may,fri,4,999,0,nonexistent,6776
cellular,may,wed,1,999,0,nonexistent,10936
cellular,mar,mon,2,999,2,failure,5740
telephone,may,thu,2,999,0,nonexistent,40648
cellular,apr,fri,1,999,0,nonexistent,27577
cellular,aug,mon,2,999,0,nonexistent,40658
telephone,jul,thu,6,999,0,nonexistent,18859
cellular,may,fri,3,999,1,failure,38628
cellular,mar,wed,1,13,2,failure,33071
cellular,apr,thu,1,2,2,success,1958
cellular,jul,thu,2,6,2,success,26681
cellular,jul,mon,1,999,0,nonexistent,8450
cellular,jul,mon,3,999,0,nonexistent,26571
telephone,jun,wed,4,999,0,nonexistent,312
telephone,jun,thu,1,999,0,nonexistent,27474
cellular,nov,mon,4,999,0,nonexistent,25240
telephone,may,fri,2,999,0,nonexistent,15403
cellular,jun,tue,1,999,0,nonexistent,9963
telephone,jun,thu,3,999,0,nonexistent,31863
telephone,jun,tue,2,999,0,nonexistent,40545
cellular,jul,wed,3,999,0,nonexistent,14127
telephone,jun,wed,1,999,0,nonexistent,23273
cellular,oct,tue,2,999,0,nonexistent,32931
telephone,jul,wed,2,999,0,nonexistent,3903
cellular,sep,mon,1,999,0,nonexistent,35914
telephone,jul,thu,4,999,0,nonexistent,2454
telephone,may,tue,1,999,0,nonexistent,28793
cellular,may,tue,6,999,1,failure,5889
cellular,jul,wed,2,999,0,nonexistent,37545
cellular,aug,wed,3,999,0,nonexistent,31432
cellular,dec,mon,1,999,0,nonexistent,38400
telephone,dec,mon,1,6,2,success,19810
cellular,jun,thu,4,999,1,failure,16568
cellular,aug,fri,1,999,0,nonexistent,30375
cellular,nov,wed,1,999,0,nonexistent,37378
cellular,jul,mon,2,999,0,nonexistent,39097
cellular,jul,tue,12,999,0,nonexistent,39607
cellular,nov,mon,1,999,0,nonexistent,1937
cellular,jul,wed,5,999,0,nonexistent,37182
cellular,jul,mon,3,999,0,nonexistent,20832
cellular,jul,mon,2,999,0,nonexistent,16082
cellular,nov,thu,1,999,0,nonexistent,12392
cellular,aug,tue,1,999,0,nonexistent,2119
telephone,may,wed,1,999,0,nonexistent,4095
telephone,may,tue,1,999,0,nonexistent,13622
telephone,jun,tue,1,999,0,nonexistent,21091
telephone,may,tue,2,999,0,nonexistent,25742
cellular,nov,wed,2,999,0,nonexistent,17169
telephone,may,fri,2,999,0,nonexistent,24027
telephone,may,mon,1,999,1,failure,21431
cellular,aug,wed,1,999,0,nonexistent,1939
telephone,jun,fri,4,999,0,nonexistent,38645
cellular,aug,mon,7,999,0,nonexistent,8701
cellular,jul,tue,3,999,0,nonexistent,14025
cellular,oct,fri,1,7,2,failure,39291
telephone,may,tue,1,999,0,nonexistent,24215
cellular,may,mon,2,3,2,failure,39208
telephone,may,fri,1,999,0,nonexistent,829
telephone,may,thu,4,999,0,nonexistent,17999
telephone,jun,wed,1,999,0,nonexistent,12897
telephone,jul,mon,12,999,0,nonexistent,9749
telephone,may,fri,1,999,0,nonexistent,24097
cellular,may,tue,1,999,0,nonexistent,24870
cellular,jul,wed,1,999,0,nonexistent,13478
cellular,may,fri,2,999,0,nonexistent,623
cellular,nov,mon,2,999,0,nonexistent,38254
cellular,nov,wed,4,999,0,nonexistent,38567
telephone,jun,mon,1,999,0,nonexistent,32019
cellular,aug,thu,4,999,0,nonexistent,10637
cellular,nov,wed,1,999,0,nonexistent,34583
cellular,may,fri,1,999,0,nonexistent,34557
telephone,may,tue,2,999,0,nonexistent,24869
telephone,jul,fri,1,999,0,nonexistent,31056
cellular,jul,fri,1,999,0,nonexistent,33773
cellular,jun,tue,1,999,0,nonexistent,11782
cellular,jun,wed,1,999,0,nonexistent,36395
cellular,aug,mon,1,999,0,nonexistent,5123
telephone,may,mon,1,999,0,nonexistent,15981
cellular,apr,mon,5,999,0,nonexistent,33023
cellular,nov,wed,1,999,0,nonexistent,23775
cellular,nov,mon,1,999,1,failure,19073
telephone,jun,mon,5,999,0,nonexistent,19799
telephone,nov,mon,1,999,0,nonexistent,5082
telephone,jun,wed,2,999,0,nonexistent,30403
cellular,jul,thu,1,999,0,nonexistent,9170
cellular,aug,mon,1,999,0,nonexistent,31160
cellular,may,mon,2,999,1,failure,16952
cellular,may,tue,2,999,1,failure,27876
cellular,aug,thu,2,999,0,nonexistent,33958
telephone,may,thu,2,999,0,nonexistent,35182
telephone,may,tue,1,999,0,nonexistent,11494
cellular,nov,wed,1,999,0,nonexistent,40201
telephone,may,wed,9,999,0,nonexistent,12301
cellular,may,wed,2,999,1,failure,23599
cellular,jul,tue,1,999,0,nonexistent,25568
telephone,jul,wed,4,999,0,nonexistent,9049
telephone,may,fri,2,999,0,nonexistent,719
cellular,jul,thu,9,999,0,nonexistent,27039
telephone,may,thu,1,999,0,nonexistent,15256
cellular,jul,mon,2,999,0,nonexistent,18691
cellular,jul,tue,1,999,0,nonexistent,12415
cellular,nov,thu,1,999,0,nonexistent,11402
cellular,jul,thu,10,999,0,nonexistent,5183
telephone,jul,mon,8,999,0,nonexistent,17978
cellular,jul,tue,1,999,0,nonexistent,3887
cellular,apr,tue,1,999,0,nonexistent,9531
telephone,jul,tue,4,999,0,nonexistent,39551
telephone,jun,mon,8,999,0,nonexistent,29259
cellular,may,fri,1,999,1,failure,28400
cellular,apr,mon,2,999,0,nonexistent,32135
telephone,may,thu,2,999,0,nonexistent,40
telephone,may,tue,5,999,0,nonexistent,17563
cellular,jul,wed,2,999,0,nonexistent,38969
cellular,nov,tue,1,999,0,nonexistent,23970
cellular,jul,mon,7,999,0,nonexistent,15674
cellular,nov,fri,1,999,1,failure,25134
cellular,mar,fri,2,999,0,nonexistent,30007
cellular,nov,tue,1,999,0,nonexistent,3482
telephone,aug,thu,6,999,0,nonexistent,21094
cellular,jul,tue,1,999,0,nonexistent,25968
cellular,nov,fri,1,999,0,nonexistent,39843
telephone,jun,wed,2,999,0,nonexistent,13100
cellular,jul,tue,1,999,0,nonexistent,14776
cellular,jul,fri,3,999,0,nonexistent,11805
telephone,may,tue,5,999,0,nonexistent,16033
cellular,aug,mon,2,999,0,nonexistent,3691
telephone,jun,fri,4,999,0,nonexistent,15952
telephone,aug,thu,1,999,0,nonexistent,23890
cellular,aug,mon,3,999,0,nonexistent,35675
cellular,nov,wed,2,999,0,nonexistent,22001
cellular,apr,thu,2,999,1,failure,9
cellular,nov,tue,3,7,2,failure,31269
cellular,jul,wed,1,999,0,nonexistent,20873
cellular,aug,mon,1,999,0,nonexistent,40784
telephone,jun,mon,1,999,0,nonexistent,11345
telephone,may,fri,2,999,0,nonexistent,1224
telephone,jun,thu,1,999,0,nonexistent,26800
cellular,may,fri,3,999,0,nonexistent,18877
cellular,jul,thu,1,999,0,nonexistent,37305
cellular,nov,mon,2,999,0,nonexistent,6429
telephone,nov,fri,9,999,0,nonexistent,1904
cellular,aug,tue,2,999,0,nonexistent,7049
cellular,may,wed,4,999,1,failure,22347
cellular,may,tue,1,999,1,failure,25027
cellular,nov,fri,2,999,0,nonexistent,7192
cellular,nov,mon,1,999,1,failure,12335
cellular,jul,thu,1,999,0,nonexistent,10584
cellular,apr,fri,1,999,1,failure,20622
cellular,may,tue,1,999,2,failure,28451
telephone,jun,mon,5,999,0,nonexistent,27378
telephone,may,mon,1,999,0,nonexistent,22406
cellular,apr,mon,7,999,1,failure,18086
cellular,may,wed,5,999,1,failure,5027
telephone,may,tue,2,999,0,nonexistent,32853
cellular,jul,fri,2,999,0,nonexistent,26048
cellular,may,thu,1,999,1,failure,15162
cellular,nov,thu,2,999,0,nonexistent,40374
cellular,nov,fri,2,999,0,nonexistent,23026
cellular,oct,fri,1,999,3,failure,950
telephone,jun,thu,1,999,0,nonexistent,23291
telephone,jun,fri,5,999,0,nonexistent,33670
telephone,may,thu,1,999,0,nonexistent,40977
cellular,jul,fri,1,999,0,nonexistent,16844
telephone,jun,fri,3,999,0,nonexistent,24524
cellular,jul,tue,6,999,0,nonexistent,36775
telephone,jun,thu,2,999,0,nonexistent,35139
cellular,may,mon,1,999,0,nonexistent,14535
cellular,aug,thu,2,3,1,success,36476
telephone,may,tue,1,999,0,nonexistent,36433
cellular,oct,tue,1,999,1,failure,19767
telephone,sep,fri,1,999,0,nonexistent,9912
telephone,may,wed,1,999,0,nonexistent,7461
cellular,aug,tue,4,999,0,nonexistent,11509
telephone,may,tue,2,999,0,nonexistent,27637
cellular,may,wed,4,999,0,nonexistent,31037
cellular,may,tue,2,999,0,nonexistent,37789
cellular,nov,mon,1,999,0,nonexistent,41084
telephone,jul,tue,1,999,0,nonexistent,6474
cellular,nov,tue,2,999,1,failure,29821
cellular,may,tue,6,999,0,nonexistent,2560
cellular,jul,wed,1,999,0,nonexistent,15435
cellular,jul,mon,1,999,0,nonexistent,29541
cellular,may,thu,1,999,0,nonexistent,29101
cellular,nov,thu,1,999,0,nonexistent,16720
telephone,may,tue,2,10,1,success,17508
cellular,apr,fri,4,999,0,nonexistent,27364
telephone,may,thu,9,999,0,nonexistent,16009
telephone,may,tue,2,999,0,nonexistent,19694
cellular,aug,wed,1,999,0,nonexistent,18055
cellular,jul,thu,1,999,0,nonexistent,25686
cellular,nov,tue,3,999,0,nonexistent,28765
telephone,may,mon,11,999,0,nonexistent,14484
cellular,nov,tue,2,999,0,nonexistent,13064
cellular,may,tue,2,999,0,nonexistent,33206
cellular,may,mon,1,999,1,failure,31942
cellular,jul,wed,4,999,0,nonexistent,2277
telephone,may,thu,1,999,0,nonexistent,38968
cellular,jul,mon,2,999,0,nonexistent,16440
cellular,mar,thu,1,999,0,nonexistent,26990
telephone,nov,mon,1,999,0,nonexistent,25341
telephone,may,mon,4,999,0,nonexistent,55
cellular,oct,tue,2,999,0,nonexistent,11154
cellular,aug,tue,3,999,0,nonexistent,8554
cellular,aug,thu,3,999,0,nonexistent,23621
telephone,jun,mon,4,999,0,nonexistent,35047
cellular,jul,fri,3,999,0,nonexistent,36130
telephone,may,thu,1,999,0,nonexistent,15926
telephone,jun,mon,4,999,0,nonexistent,22122
telephone,jun,mon,1,999,0,nonexistent,8113
telephone,jun,wed,2,999,0,nonexistent,35997
cellular,may,thu,6,999,1,failure,21533
cellular,nov,thu,2,999,1,failure,39273
telephone,jul,tue,1,999,0,nonexistent,32268
telephone,may,mon,1,999,0,nonexistent,26457
cellular,mar,tue,1,999,0,nonexistent,4672
cellular,may,fri,2,999,0,nonexistent,3286
telephone,aug,fri,1,999,0,nonexistent,36203
telephone,jun,fri,2,999,0,nonexistent,24714
cellular,may,fri,4,999,1,failure,14907
cellular,may,tue,1,999,0,nonexistent,35779
telephone,may,tue,2,999,0,nonexistent,24859
cellular,aug,wed,1,999,0,nonexistent,33942
telephone,may,fri,1,999,0,nonexistent,36079
cellular,may,mon,2,999,0,nonexistent,8152
telephone,aug,fri,2,999,0,nonexistent,11477
cellular,jun,tue,2,6,3,success,2923
telephone,jul,tue,1,999,0,nonexistent,24595
cellular,jul,tue,2,999,0,nonexistent,36676
cellular,may,thu,1,999,0,nonexistent,37678
cellular,may,tue,1,999,0,nonexistent,27932
cellular,jul,tue,4,999,0,nonexistent,40743
cellular,may,tue,1,999,0,nonexistent,4343
telephone,jul,tue,4,999,0,nonexistent,14469
telephone,nov,thu,1,999,0,nonexistent,18513
cellular,jul,wed,1,999,0,nonexistent,6816
cellular,may,wed,1,999,0,nonexistent,19001
cellular,may,fri,3,999,0,nonexistent,18518
cellular,jul,wed,2,999,0,nonexistent,542
cellular,apr,mon,1,999,1,failure,26671
cellular,jul,thu,11,999,0,nonexistent,35610
telephone,may,mon,1,999,0,nonexistent,8581
cellular,may,thu,7,999,0,nonexistent,21542
cellular,may,thu,6,999,0,nonexistent,574
cellular,may,mon,1,999,0,nonexistent,19855
telephone,may,wed,3,999,0,nonexistent,20933
cellular,aug,fri,10,999,0,nonexistent,21461
cellular,aug,thu,2,999,0,nonexistent,30459
cellular,may,fri,2,999,1,failure,36023
cellular,apr,tue,3,11,2,failure,6546
telephone,may,tue,2,999,0,nonexistent,23322
telephone,may,tue,2,999,0,nonexistent,35585
cellular,aug,wed,1,999,0,nonexistent,40873
cellular,may,mon,2,999,0,nonexistent,31197
telephone,jun,thu,2,999,0,nonexistent,30581
telephone,may,tue,7,999,0,nonexistent,23609
cellular,jul,wed,3,999,0,nonexistent,6457
cellular,jul,tue,2,999,0,nonexistent,12075
cellular,may,thu,3,999,0,nonexistent,5235
telephone,jun,fri,2,999,0,nonexistent,37652
cellular,jul,fri,2,999,0,nonexistent,9540
cellular,nov,tue,1,999,0,nonexistent,14310
cellular,jun,thu,2,999,0,nonexistent,36062
cellular,may,fri,2,999,0,nonexistent,28990
cellular,nov,mon,2,999,0,nonexistent,40348
cellular,nov,tue,1,999,0,nonexistent,3864
cellular,jul,wed,1,999,0,nonexistent,24925
telephone,jun,tue,1,999,0,nonexistent,41043
cellular,may,mon,3,999,0,nonexistent,29616
telephone,may,mon,2,999,0,nonexistent,8400
cellular,aug,fri,5,999,0,nonexistent,29036
cellular,aug,mon,3,6,3,success,2550
cellular,nov,thu,6,999,0,nonexistent,28380
cellular,apr,thu,1,999,0,nonexistent,24081
cellular,jul,mon,2,999,0,nonexistent,18898
cellular,jul,tue,6,999,0,nonexistent,40120
cellular,jul,tue,2,999,0,nonexistent,6287
cellular,apr,fri,1,999,1,failure,1628
telephone,may,wed,9,999,0,nonexistent,1218
cellular,jul,thu,2,999,0,nonexistent,31307
telephone,may,wed,1,999,0,nonexistent,10664
cellular,nov,thu,1,999,0,nonexistent,14661
cellular,jun,mon,6,999,0,nonexistent,34911
cellular,aug,mon,2,999,0,nonexistent,5796
cellular,jun,tue,2,999,0,nonexistent,31679
cellular,jul,tue,11,999,0,nonexistent,3002
cellular,may,thu,1,999,0,nonexistent,17277
cellular,jul,fri,2,999,0,nonexistent,37137
cellular,jul,wed,1,999,0,nonexistent,31564
telephone,jun,mon,10,999,0,nonexistent,24528
telephone,may,thu,3,999,0,nonexistent,12099
cellular,nov,thu,2,999,0,nonexistent,840
cellular,apr,fri,1,999,1,failure,8453
cellular,jul,mon,1,999,0,nonexistent,16388
telephone,jun,fri,3,999,0,nonexistent,35262
cellular,may,fri,1,999,0,nonexistent,40046
cellular,may,thu,1,999,1,failure,24306
telephone,nov,thu,4,999,0,nonexistent,6354
telephone,may,mon,1,999,0,nonexistent,18008
cellular,may,wed,3,999,0,nonexistent,8564
cellular,aug,tue,2,999,0,nonexistent,38375
telephone,may,thu,2,999,0,nonexistent,17404
telephone,may,wed,1,999,0,nonexistent,12120
cellular,aug,wed,1,999,0,nonexistent,33369
telephone,may,fri,3,999,0,nonexistent,14999
cellular,jul,wed,4,999,0,nonexistent,29083
cellular,may,thu,3,999,0,nonexistent,1343
cellular,may,mon,2,999,0,nonexistent,15459
cellular,nov,tue,2,999,0,nonexistent,30612
telephone,jun,wed,14,999,0,nonexistent,39307
telephone,may,tue,1,999,0,nonexistent,34011
telephone,jun,fri,2,999,0,nonexistent,22233
cellular,nov,wed,1,3,1,success,17219
cellular,may,tue,1,999,0,nonexistent,6733
cellular,may,wed,3,999,0,nonexistent,10820
cellular,jul,thu,2,999,0,nonexistent,22158
cellular,aug,mon,2,999,0,nonexistent,24379
telephone,may,wed,2,999,0,nonexistent,461
telephone,jun,wed,1,999,0,nonexistent,4496
cellular,jul,mon,4,999,0,nonexistent,18664
telephone,may,wed,1,999,0,nonexistent,11109
cellular,nov,tue,2,999,0,nonexistent,10393
telephone,jun,tue,1,999,0,nonexistent,28748
cellular,nov,wed,1,999,0,nonexistent,36303
cellular,jul,wed,3,999,0,nonexistent,23358
cellular,may,thu,1,6,1,success,34635
cellular,aug,tue,1,999,0,nonexistent,19649
telephone,jun,tue,2,999,0,nonexistent,36398
telephone,may,fri,3,999,0,nonexistent,19850
telephone,may,tue,1,999,0,nonexistent,23961
cellular,jul,mon,2,999,0,nonexistent,29063
cellular,aug,thu,2,999,0,nonexistent,28203
telephone,jun,mon,1,999,0,nonexistent,12010
cellular,sep,fri,1,3,3,success,25533
telephone,may,tue,12,999,0,nonexistent,38966
telephone,may,wed,2,999,0,nonexistent,18124
telephone,may,wed,2,999,0,nonexistent,17007
telephone,jul,thu,1,999,0,nonexistent,3792
telephone,may,wed,1,999,0,nonexistent,26733
cellular,aug,tue,1,999,0,nonexistent,5655
cellular,nov,mon,2,999,1,failure,15675
cellular,jul,fri,3,999,0,nonexistent,36475
cellular,jul,tue,4,999,0,nonexistent,25400
cellular,may,wed,1,999,0,nonexistent,41166
cellular,sep,tue,2,3,1,success,13713
cellular,apr,fri,1,999,1,failure,18200
telephone,jun,thu,4,999,0,nonexistent,28639
cellular,jul,fri,3,999,0,nonexistent,7618
telephone,jul,wed,15,999,0,nonexistent,40770
cellular,aug,thu,2,999,0,nonexistent,40549
cellular,aug,mon,3,999,0,nonexistent,16305
cellular,jun,fri,2,999,0,nonexistent,40795
cellular,sep,tue,1,999,0,nonexistent,25932
cellular,may,tue,9,999,0,nonexistent,32701
telephone,may,fri,3,999,0,nonexistent,22081
telephone,may,tue,1,999,0,nonexistent,15238
cellular,oct,tue,1,999,0,nonexistent,12680
telephone,jul,tue,1,999,0,nonexistent,7519
telephone,may,tue,1,999,0,nonexistent,9025
cellular,nov,fri,3,999,0,nonexistent,37835
cellular,jul,mon,6,999,0,nonexistent,24996
cellular,mar,mon,2,3,2,success,9035
cellular,may,tue,5,999,0,nonexistent,31427
cellular,may,fri,1,999,0,nonexistent,3425
telephone,may,tue,1,999,0,nonexistent,38891
cellular,mar,fri,1,6,3,success,36953
telephone,sep,thu,1,999,3,failure,21823
cellular,may,fri,1,999,0,nonexistent,27890
telephone,may,mon,2,999,0,nonexistent,26569
telephone,may,tue,2,999,0,nonexistent,30718
telephone,may,mon,2,999,0,nonexistent,22052
cellular,apr,tue,2,999,0,nonexistent,14468
cellular,apr,thu,1,999,0,nonexistent,24816
telephone,may,mon,1,999,0,nonexistent,25843
cellular,jul,thu,1,999,0,nonexistent,17680
cellular,may,tue,1,999,1,failure,28494
telephone,may,wed,1,999,0,nonexistent,14290
telephone,may,tue,1,999,0,nonexistent,18842
telephone,may,thu,1,999,0,nonexistent,24604
cellular,aug,wed,4,999,0,nonexistent,33150
telephone,aug,fri,1,999,0,nonexistent,13960
cellular,nov,wed,2,999,2,failure,18062
cellular,apr,thu,2,999,0,nonexistent,12887
cellular,may,mon,1,999,1,failure,4358
telephone,jul,wed,8,999,0,nonexistent,25598
cellular,jul,fri,1,999,0,nonexistent,5206
telephone,may,thu,1,999,0,nonexistent,40548
cellular,nov,mon,2,999,0,nonexistent,31490
cellular,jul,wed,1,999,0,nonexistent,10226
telephone,may,fri,2,999,0,nonexistent,11459
cellular,aug,mon,4,999,0,nonexistent,10828
telephone,may,mon,5,999,0,nonexistent,13004
cellular,aug,thu,3,999,0,nonexistent,30185
cellular,jul,fri,2,999,0,nonexistent,12209
cellular,nov,fri,1,999,1,failure,30105
cellular,jul,tue,1,999,0,nonexistent,40936
cellular,jul,tue,3,999,0,nonexistent,27448
cellular,apr,thu,4,999,0,nonexistent,2552
cellular,jul,thu,2,999,0,nonexistent,40756
telephone,jun,thu,1,999,0,nonexistent,13812
telephone,jul,fri,3,999,0,nonexistent,34397
cellular,nov,mon,2,999,0,nonexistent,17581
telephone,may,wed,2,999,0,nonexistent,37751
cellular,aug,mon,4,999,0,nonexistent,13222
cellular,aug,fri,2,999,0,nonexistent,15628
telephone,may,wed,1,999,0,nonexistent,38849
cellular,jul,tue,1,999,0,nonexistent,5659
cellular,jul,mon,1,999,0,nonexistent,24291
telephone,jun,thu,1,999,0,nonexistent,5348
telephone,may,fri,2,999,0,nonexistent,12609
telephone,may,fri,1,999,0,nonexistent,23908
telephone,may,mon,4,999,0,nonexistent,1584
telephone,jun,mon,1,999,0,nonexistent,35042
telephone,nov,thu,2,999,0,nonexistent,22397
cellular,may,wed,1,999,0,nonexistent,33413
cellular,nov,mon,1,999,3,failure,39463
telephone,may,wed,1,999,1,failure,22854
cellular,oct,thu,1,999,0,nonexistent,22945
cellular,aug,mon,1,999,0,nonexistent,668
telephone,may,tue,2,999,0,nonexistent,11146
telephone,may,thu,2,999,0,nonexistent,26749
telephone,may,thu,5,999,0,nonexistent,16324
cellular,aug,mon,1,999,0,nonexistent,26727
cellular,apr,fri,1,999,1,failure,23463
cellular,may,fri,1,999,0,nonexistent,340
cellular,jul,mon,1,999,0,nonexistent,18099
cellular,jul,thu,1,999,0,nonexistent,19546
cellular,apr,thu,1,999,0,nonexistent,37109
cellular,mar,thu,4,999,3,failure,39438
telephone,may,fri,3,999,0,nonexistent,32256
telephone,may,mon,2,999,0,nonexistent,2085
cellular,jul,thu,3,999,0,nonexistent,33294
cellular,apr,mon,3,999,0,nonexistent,30059
cellular,jul,thu,1,999,0,nonexistent,20833
